ACEI,Type,dmd,Description
Quinapril,ACEI + TZ,5329311000001100,Accuretic 12.5mg/10mg tablets (PI) (Waymade Ltd) (product)
Quinapril,ACEI + TZ,5329611000001105,Accuretic 12.5mg/10mg tablets (PI) (Waymade Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,5505611000001102,Quinapril 5mg tablets (PI) (Dowelhurst Ltd) (product)
Quinapril,ACEI,5505711000001106,Quinapril 5mg tablets (PI) (Dowelhurst Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,5616811000001101,Accupro 5mg tablets (PI) (Dowelhurst Ltd) (product)
Quinapril,ACEI,5616911000001106,Accupro 5mg tablets (PI) (Dowelhurst Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7391911000001105,Quinapril 5mg tablets (Generics (UK) Ltd) (product)
Quinapril,ACEI,7392111000001102,Quinapril 5mg tablets (Generics (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7392211000001108,Quinapril 10mg tablets (Generics (UK) Ltd) (product)
Quinapril,ACEI,7392311000001100,Quinapril 10mg tablets (Generics (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7392411000001107,Quinapril 20mg tablets (Generics (UK) Ltd) (product)
Quinapril,ACEI,7392511000001106,Quinapril 20mg tablets (Generics (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7392611000001105,Quinapril 40mg tablets (Generics (UK) Ltd) (product)
Quinapril,ACEI,7392811000001109,Quinapril 40mg tablets (Generics (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7396911000001100,Quinapril 5mg tablets (Approved Prescription Services) (product)
Quinapril,ACEI,7397011000001101,Quinapril 5mg tablets (Approved Prescription Services) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,7397111000001100,Quinapril 10mg tablets (Approved Prescription Services) (product)
Quinapril,ACEI,7397211000001106,Quinapril 10mg tablets (Approved Prescription Services) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,7397311000001103,Quinapril 20mg tablets (Approved Prescription Services) (product)
Quinapril,ACEI,7397411000001105,Quinapril 20mg tablets (Approved Prescription Services) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,7397511000001109,Quinapril 40mg tablets (Approved Prescription Services) (product)
Quinapril,ACEI,7397611000001108,Quinapril 40mg tablets (Approved Prescription Services) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,7496811000001101,Quinapril 5mg tablets (A A H Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7496911000001106,Quinapril 5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7498511000001103,Quinapril 10mg tablets (A A H Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7498611000001104,Quinapril 10mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7498711000001108,Quinapril 20mg tablets (A A H Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7498811000001100,Quinapril 20mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7498911000001105,Quinapril 40mg tablets (A A H Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7499011000001101,Quinapril 40mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7506011000001104,Quinapril 5mg tablets (Alpharma Limited) (product)
Quinapril,ACEI,7506111000001103,Quinapril 5mg tablets (Alpharma Limited) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,7506211000001109,Quinapril 10mg tablets (Alpharma Limited) (product)
Quinapril,ACEI,7506311000001101,Quinapril 10mg tablets (Alpharma Limited) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,7506411000001108,Quinapril 20mg tablets (Alpharma Limited) (product)
Quinapril,ACEI,7506511000001107,Quinapril 20mg tablets (Alpharma Limited) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,7514011000001106,Quinapril 5mg tablets (Unichem Plc) (product)
Quinapril,ACEI,7514111000001107,Quinapril 5mg tablets (Unichem Plc) 28 tablet (product)
Quinapril,ACEI,7514211000001101,Quinapril 10mg tablets (Unichem Plc) (product)
Quinapril,ACEI,7514311000001109,Quinapril 10mg tablets (Unichem Plc) 28 tablet (product)
Quinapril,ACEI,7514411000001102,Quinapril 20mg tablets (Unichem Plc) (product)
Quinapril,ACEI,7514511000001103,Quinapril 20mg tablets (Unichem Plc) 28 tablet (product)
Quinapril,ACEI,7514611000001104,Quinapril 40mg tablets (Unichem Plc) (product)
Quinapril,ACEI,7514711000001108,Quinapril 40mg tablets (Unichem Plc) 28 tablet (product)
Quinapril,ACEI,7561411000001103,Quinapril 5mg tablets (Kent Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7561511000001104,Quinapril 5mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7561611000001100,Quinapril 10mg tablets (Kent Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7561711000001109,Quinapril 10mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7561811000001101,Quinapril 20mg tablets (Kent Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7561911000001106,Quinapril 20mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,7562011000001104,Quinapril 40mg tablets (Kent Pharmaceuticals Ltd) (product)
Quinapril,ACEI,7562111000001103,Quinapril 40mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,8044211000001102,Quinapril 5mg tablets (Genus Pharmaceuticals) (product)
Quinapril,ACEI,8044411000001103,Quinapril 5mg tablets (Genus Pharmaceuticals) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,8044511000001104,Quinapril 10mg tablets (Genus Pharmaceuticals) (product)
Quinapril,ACEI,8044611000001100,Quinapril 10mg tablets (Genus Pharmaceuticals) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,8044711000001109,Quinapril 20mg tablets (Genus Pharmaceuticals) (product)
Quinapril,ACEI,8044811000001101,Quinapril 20mg tablets (Genus Pharmaceuticals) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,8093311000001102,Quinapril 40mg tablets (Alpharma Limited) (product)
Quinapril,ACEI,8093411000001109,Quinapril 40mg tablets (Alpharma Limited) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,8654901000001104,Quinil 5mg tablet
Quinapril,ACEI,8655001000001104,Quinil 10mg tablet
Quinapril,ACEI,8655101000001103,Quinil 20mg tablet
Quinapril,ACEI,8655201000001105,Quinil 40mg tablet
Quinapril,ACEI,8719401000001107,Quinil (qualifier value)
Quinapril,ACEI,9193501000001102,Accupro (product)
Quinapril,ACEI + TZ,9193601000001103,Accuretic (product)
Quinapril,ACEI,9207711000001100,Quinil 5mg tablets (Tillomed Laboratories) (product)
Quinapril,ACEI,9207811000001108,Quinil 5mg tablets (Tillomed Laboratories) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,9208111000001100,Quinil 10mg tablets (Tillomed Laboratories) (product)
Quinapril,ACEI,9208211000001106,Quinil 10mg tablets (Tillomed Laboratories) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,9208411000001105,Quinil 20mg tablets (Tillomed Laboratories) (product)
Quinapril,ACEI,9208611000001108,Quinil 20mg tablets (Tillomed Laboratories) 28 tablet 2 x 14 tablets (product)
Quinapril,ACEI,9208711000001104,Quinil 40mg tablets (Tillomed Laboratories) (product)
Quinapril,ACEI,9208811000001107,Quinil 40mg tablets (Tillomed Laboratories) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,9318901000001109,Quinil (product)
Quinapril,ACEI + TZ,10045511000001104,Hydrochlorothiazide + Quinapril (product)
Quinapril,ACEI,10410311000001101,Quinapril 5mg tablets (Arrow Generics Ltd) (product)
Quinapril,ACEI,10410411000001108,Quinapril 5mg tablets (Arrow Generics Ltd) 28 tablet (product)
Quinapril,ACEI,10410511000001107,Quinapril 10mg tablets (Arrow Generics Ltd) (product)
Quinapril,ACEI,10410611000001106,Quinapril 10mg tablets (Arrow Generics Ltd) 28 tablet (product)
Quinapril,ACEI,10410711000001102,Quinapril 20mg tablets (Arrow Generics Ltd) (product)
Quinapril,ACEI,10410811000001105,Quinapril 20mg tablets (Arrow Generics Ltd) 28 tablet (product)
Quinapril,ACEI,10410911000001100,Quinapril 40mg tablets (Arrow Generics Ltd) (product)
Quinapril,ACEI,10411011000001108,Quinapril 40mg tablets (Arrow Generics Ltd) 28 tablet (product)
Quinapril,ACEI + TZ,12655001000001106,QUINAPRIL+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets
Quinapril,ACEI,13250311000001108,Quinapril 10mg tablets (Dowelhurst Ltd) (product)
Quinapril,ACEI,13250411000001101,Quinapril 10mg tablets (Dowelhurst Ltd) 28 tablet (product)
Quinapril,ACEI,13250811000001104,Quinapril 20mg tablets (Dowelhurst Ltd) (product)
Quinapril,ACEI,13251111000001100,Quinapril 20mg tablets (Dowelhurst Ltd) 28 tablet (product)
Quinapril,ACEI,13251511000001109,Quinapril 40mg tablets (Dowelhurst Ltd) (product)
Quinapril,ACEI,13251611000001108,Quinapril 40mg tablets (Dowelhurst Ltd) 28 tablet (product)
Quinapril,ACEI + TZ,14035911000001107,Accuretic 12.5mg/10mg tablets (Sigma Pharmaceuticals Plc) (product)
Quinapril,ACEI + TZ,14036011000001104,Accuretic 12.5mg/10mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Quinapril,ACEI,15178411000001106,Quinapril 10mg tablets (Sigma Pharmaceuticals Plc) (product)
Quinapril,ACEI,15178611000001109,Quinapril 10mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Quinapril,ACEI,15179411000001103,Quinapril 20mg tablets (Sigma Pharmaceuticals Plc) (product)
Quinapril,ACEI,15179511000001104,Quinapril 20mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Quinapril,ACEI,15179711000001109,Quinapril 40mg tablets (Sigma Pharmaceuticals Plc) (product)
Quinapril,ACEI,15179911000001106,Quinapril 40mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Quinapril,ACEI,15180311000001105,Quinapril 5mg tablets (Sigma Pharmaceuticals Plc) (product)
Quinapril,ACEI,15180511000001104,Quinapril 5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Quinapril,ACEI + TZ,16133111000001106,Accuretic 12.5mg/10mg tablets (Lexon (UK) Ltd) (product)
Quinapril,ACEI + TZ,16133211000001100,Accuretic 12.5mg/10mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Quinapril,ACEI,16254211000001103,Accupro 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Quinapril,ACEI,16254411000001104,Quinapril 10mg tablets 30 tablet (product)
Quinapril,ACEI,16254511000001100,Accupro 10mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product)
Quinapril,ACEI + TZ,16254811000001102,Accuretic 12.5mg/10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Quinapril,ACEI + TZ,16254911000001107,Hydrochlorothiazide 12.5mg / Quinapril 10mg tablets 30 tablet (product)
Quinapril,ACEI + TZ,16255011000001107,Accuretic 12.5mg/10mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product)
Quinapril,ACEI,17912611000001103,Quinapril 10mg tablets (Ranbaxy (UK) Ltd) (product)
Quinapril,ACEI,17912711000001107,Quinapril 10mg tablets (Ranbaxy (UK) Ltd) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,17912811000001104,Quinapril 20mg tablets (Ranbaxy (UK) Ltd) (product)
Quinapril,ACEI,17912911000001109,Quinapril 20mg tablets (Ranbaxy (UK) Ltd) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,17913011000001101,Quinapril 40mg tablets (Ranbaxy (UK) Ltd) (product)
Quinapril,ACEI,17913111000001100,Quinapril 40mg tablets (Ranbaxy (UK) Ltd) 28 tablet 4 x 7 tablets (product)
Quinapril,ACEI,18169211000001100,Quinapril 5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Quinapril,ACEI,18169311000001108,Quinapril 5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Quinapril,ACEI,18169411000001101,Quinapril 10mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Quinapril,ACEI,18169511000001102,Quinapril 10mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Quinapril,ACEI,18169611000001103,Quinapril 20mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Quinapril,ACEI,18169711000001107,Quinapril 20mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Quinapril,ACEI,18169811000001104,Quinapril 40mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Quinapril,ACEI,18170111000001109,Quinapril 40mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Quinapril,ACEI,21875211000001107,Quinapril 5mg tablets (Waymade Healthcare Plc) (product)
Quinapril,ACEI,21875311000001104,Quinapril 5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Quinapril,ACEI,21875411000001106,Quinapril 10mg tablets (Waymade Healthcare Plc) (product)
Quinapril,ACEI,21875611000001109,Quinapril 10mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Quinapril,ACEI,21875711000001100,Quinapril 20mg tablets (Waymade Healthcare Plc) (product)
Quinapril,ACEI,21875911000001103,Quinapril 20mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Quinapril,ACEI,21876011000001106,Quinapril 40mg tablets (Waymade Healthcare Plc) (product)
Quinapril,ACEI,21876111000001107,Quinapril 40mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Quinapril,ACEI + TZ,22785911000001108,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)
Quinapril,ACEI + TZ,22786011000001100,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet (product)
Quinapril,ACEI,27615511000001108,Quinapril 5mg tablets (Lupin (Europe) Ltd) (product)
Quinapril,ACEI,27615811000001106,Quinapril 5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Quinapril,ACEI,27617011000001107,Quinapril 10mg tablets (Lupin (Europe) Ltd) (product)
Quinapril,ACEI,27617411000001103,Quinapril 10mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Quinapril,ACEI,27618511000001100,Quinapril 20mg tablets (Lupin (Europe) Ltd) (product)
Quinapril,ACEI,27618711000001105,Quinapril 20mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Quinapril,ACEI,27695411000001108,Quinapril 40mg tablets (Lupin (Europe) Ltd) (product)
Quinapril,ACEI,27696011000001108,Quinapril 40mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Quinapril,ACEI,30083611000001105,Quinapril 5mg tablets (DE Pharmaceuticals) (product)
Quinapril,ACEI,30083711000001101,Quinapril 5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Quinapril,ACEI,30084211000001106,Quinapril 10mg tablets (DE Pharmaceuticals) (product)
Quinapril,ACEI,30084411000001105,Quinapril 10mg tablets (DE Pharmaceuticals) 28 tablet (product)
Quinapril,ACEI,30084511000001109,Quinapril 20mg tablets (DE Pharmaceuticals) (product)
Quinapril,ACEI,30084611000001108,Quinapril 20mg tablets (DE Pharmaceuticals) 28 tablet (product)
Quinapril,ACEI,30084811000001107,Quinapril 40mg tablets (DE Pharmaceuticals) (product)
Quinapril,ACEI,30084911000001102,Quinapril 40mg tablets (DE Pharmaceuticals) 28 tablet (product)
Quinapril,ACEI,30861511000001109,Quinapril 5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Quinapril,ACEI,30861611000001108,Quinapril 5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Quinapril,ACEI,30861711000001104,Quinapril 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Quinapril,ACEI,30861811000001107,Quinapril 10mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Quinapril,ACEI,30861911000001102,Quinapril 20mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Quinapril,ACEI,30862011000001109,Quinapril 20mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Quinapril,ACEI,30862111000001105,Quinapril 40mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Quinapril,ACEI,30862311000001107,Quinapril 40mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Quinapril,ACEI + TZ,35179711000001107,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) (product)
Quinapril,ACEI + TZ,35179811000001104,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) 28 tablet (product)
Ramipril,ACEI,43711000001100,Tritace 10mg capsules (Aventis Pharma) (product)
Ramipril,ACEI,111611000001109,Tritace 1.25mg capsules (Aventis Pharma) (product)
Ramipril,ACEI,176601000001108,Ramipril 1.25mg capsule - product
Ramipril,ACEI,248401000001107,Ramipril 2.5mg capsule - product
Ramipril,ACEI,319001000001109,Ramipril 5mg capsule - product
Ramipril,ACEI,321001000001100,Tritace 1.25mg capsule
Ramipril,ACEI,391401000001101,Tritace 2.5mg capsule
Ramipril,ACEI,461601000001109,Tritace 5mg capsule
Ramipril,ACEI,802311000001101,Tritace 5mg capsules (Aventis Pharma) (product)
Ramipril,ACEI,835411000001105,Tritace 2.5mg capsules (Aventis Pharma) (product)
Ramipril,ACEI,975711000001107,Ramipril 5mg capsules 28 capsule (product)
Ramipril,ACEI,996911000001105,Ramipril 1.25mg capsules 28 capsule (product)
Ramipril,ACEI,1069111000001107,Ramipril 10mg capsules 28 capsule (product)
Ramipril,ACEI,1100011000001108,Ramipril 2.5mg capsules 28 capsule (product)
Ramipril,ACEI,1208511000001104,Ramipril 2.5mg capsules 7 capsule (product)
Ramipril,ACEI,1304911000001107,Ramipril 5mg capsules 21 capsule (product)
Ramipril,ACEI,1379911000001101,Tritace 5mg capsules (Aventis Pharma) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,1380211000001105,Tritace 5mg capsules (Aventis Pharma) 21 capsule 3 x 7 capsules (product)
Ramipril,ACEI,1380511000001108,Tritace 10mg capsules (Aventis Pharma) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,1380611000001107,Tritace 2.5mg capsules (Aventis Pharma) 7 capsule (product)
Ramipril,ACEI,1380811000001106,Tritace 2.5mg capsules (Aventis Pharma) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,1381111000001105,Tritace 1.25mg capsules (Aventis Pharma) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,3039911000001107,Ramipril 10mg capsules 7 capsule (product)
Ramipril,ACEI,3040111000001100,Tritace 10mg capsules (Aventis Pharma) 7 capsule (product)
Ramipril,ACEI,3042211000001107,Tritace titration pack (Aventis Pharma) (product)
Ramipril,ACEI,3042611000001109,Tritace titration pack (Aventis Pharma) 35 capsule 1x (7 caps + 21 caps + 7 caps) (product)
Ramipril,ACEI,3174101000001104,Tritace (qualifier value)
Ramipril,ACEI,3516301000001109,Ramipril 10mg capsule - product
Ramipril,ACEI,3528001000001101,Tritace 10mg capsule
Ramipril,ACEI,3540611000001106,Ramipril (substance)
Ramipril,ACEI + CCB,3587201000001101,Felodipine+ramipril 2.5mg/2.5mg tablet - product
Ramipril,ACEI + CCB,3587301000001105,Felodipine+ramipril 5mg/5mg tablet - product
Ramipril,ACEI + CCB,3887711000001107,Felodipine 5mg modified-release / Ramipril 5mg tablets 28 tablet (product)
Ramipril,ACEI,4067101000001106,Tritace Titration Pack
Ramipril,ACEI + CCB,4092911000001107,Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets 28 tablet (product)
Ramipril,ACEI,4311001000001104,Ramipril 10mg tablet (product)
Ramipril,ACEI,4311101000001103,Tritace 2.5mg tablet (product)
Ramipril,ACEI,4393201000001108,Ramipril 1.25mg tablet (product)
Ramipril,ACEI,4393301000001104,Ramipril 5mg tablet (product)
Ramipril,ACEI,4393401000001107,Tritace 10mg tablet (product)
Ramipril,ACEI,4393501000001106,Tritace 5mg tablet (product)
Ramipril,ACEI,4393601000001105,Tritace 1.25mg tablet (product)
Ramipril,ACEI,4443901000001101,Ramipril 2.5mg tablet (product)
Ramipril,ACEI,5010411000001107,Ramipril 1.25mg tablets 28 tablet (product)
Ramipril,ACEI,5010511000001106,Tritace 1.25mg tablets (Aventis Pharma) (product)
Ramipril,ACEI,5010611000001105,Tritace 1.25mg tablets (Aventis Pharma) 28 tablet (product)
Ramipril,ACEI,5010711000001101,Ramipril 2.5mg tablets 28 tablet (product)
Ramipril,ACEI,5010811000001109,Tritace 2.5mg tablets (Aventis Pharma) (product)
Ramipril,ACEI,5010911000001104,Tritace 2.5mg tablets (Aventis Pharma) 28 tablet (product)
Ramipril,ACEI,5011011000001107,Ramipril 5mg tablets 28 tablet (product)
Ramipril,ACEI,5011111000001108,Tritace 5mg tablets (Aventis Pharma) (product)
Ramipril,ACEI,5011211000001102,Tritace 5mg tablets (Aventis Pharma) 28 tablet (product)
Ramipril,ACEI,5011311000001105,Ramipril 10mg tablets 28 tablet (product)
Ramipril,ACEI,5011411000001103,Tritace 10mg tablets (Aventis Pharma) (product)
Ramipril,ACEI,5011511000001104,Tritace 10mg tablets (Aventis Pharma) 28 tablet (product)
Ramipril,ACEI,5014811000001104,Ramipril 1.25mg tablets (product)
Ramipril,ACEI,5014911000001109,Ramipril 10mg tablets (product)
Ramipril,ACEI,5015011000001109,Ramipril 2.5mg tablets (product)
Ramipril,ACEI,5015111000001105,Ramipril 5mg tablets (product)
Ramipril,ACEI,5515111000001107,Ramipril 1.25mg capsules (PI) (Dowelhurst Ltd) (product)
Ramipril,ACEI,5515211000001101,Ramipril 1.25mg capsules (PI) (Dowelhurst Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5587511000001109,Ramipril 1.25mg capsules (Approved Prescription Services) (product)
Ramipril,ACEI,5587911000001102,Ramipril 1.25mg capsules (Approved Prescription Services) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5588011000001100,Ramipril 2.5mg capsules (Approved Prescription Services) (product)
Ramipril,ACEI,5588311000001102,Ramipril 2.5mg capsules (Approved Prescription Services) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5588511000001108,Ramipril 5mg capsules (Approved Prescription Services) (product)
Ramipril,ACEI,5589411000001101,Ramipril 5mg capsules (Approved Prescription Services) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5589711000001107,Ramipril 10mg capsules (Approved Prescription Services) (product)
Ramipril,ACEI,5589811000001104,Ramipril 10mg capsules (Approved Prescription Services) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5590011000001101,Ramipril 1.25mg tablets (Approved Prescription Services) (product)
Ramipril,ACEI,5590311000001103,Ramipril 1.25mg tablets (Approved Prescription Services) 28 tablet (product)
Ramipril,ACEI,5590811000001107,Ramipril 2.5mg tablets (Approved Prescription Services) (product)
Ramipril,ACEI,5591011000001105,Ramipril 2.5mg tablets (Approved Prescription Services) 28 tablet (product)
Ramipril,ACEI,5591211000001100,Tritace 1.25mg capsules (PI) (Dowelhurst Ltd) (product)
Ramipril,ACEI,5591311000001108,Ramipril 5mg tablets (Approved Prescription Services) (product)
Ramipril,ACEI,5591511000001102,Tritace 1.25mg capsules (PI) (Dowelhurst Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5591611000001103,Ramipril 5mg tablets (Approved Prescription Services) 28 tablet (product)
Ramipril,ACEI,5591811000001104,Tritace 2.5mg capsules (PI) (Dowelhurst Ltd) (product)
Ramipril,ACEI,5591911000001109,Ramipril 10mg tablets (Approved Prescription Services) (product)
Ramipril,ACEI,5592011000001102,Ramipril 10mg tablets (Approved Prescription Services) 28 tablet (product)
Ramipril,ACEI,5592111000001101,Tritace 2.5mg capsules (PI) (Dowelhurst Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5623311000001108,Ramipril 1.25mg capsules (Sandoz Ltd) (product)
Ramipril,ACEI,5623411000001101,Ramipril 1.25mg capsules (Sandoz Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5623511000001102,Ramipril 2.5mg capsules (Sandoz Ltd) (product)
Ramipril,ACEI,5623611000001103,Ramipril 2.5mg capsules (Sandoz Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5624411000001103,Ramipril 5mg capsules (Sandoz Ltd) (product)
Ramipril,ACEI,5624511000001104,Ramipril 5mg capsules (Sandoz Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5624611000001100,Ramipril 10mg capsules (Sandoz Ltd) (product)
Ramipril,ACEI,5624711000001109,Ramipril 10mg capsules (Sandoz Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5625611000001104,Ramipril 1.25mg tablets (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,5625711000001108,Ramipril 1.25mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5625811000001100,Ramipril 2.5mg tablets (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,5625911000001105,Ramipril 2.5mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5626011000001102,Ramipril 5mg tablets (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,5626111000001101,Ramipril 5mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5626211000001107,Ramipril 10mg tablets (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,5626311000001104,Ramipril 10mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5628711000001101,Ramipril 2.5mg capsules (Genus Pharmaceuticals) (product)
Ramipril,ACEI,5629311000001106,Ramipril 5mg capsules (Genus Pharmaceuticals) (product)
Ramipril,ACEI,5629411000001104,Ramipril 5mg capsules (Genus Pharmaceuticals) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5629611000001101,Ramipril 10mg capsules (Genus Pharmaceuticals) (product)
Ramipril,ACEI,5629711000001105,Ramipril 10mg capsules (Genus Pharmaceuticals) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5630211000001107,Ramipril 1.25mg tablets (Generics (UK) Ltd) (product)
Ramipril,ACEI,5630411000001106,Ramipril 1.25mg tablets (Generics (UK) Ltd) 28 tablet (product)
Ramipril,ACEI,5630511000001105,Ramipril 2.5mg tablets (Generics (UK) Ltd) (product)
Ramipril,ACEI,5630711000001100,Ramipril 2.5mg tablets (Generics (UK) Ltd) 28 tablet (product)
Ramipril,ACEI,5630811000001108,Ramipril 5mg tablets (Generics (UK) Ltd) (product)
Ramipril,ACEI,5630911000001103,Ramipril 5mg tablets (Generics (UK) Ltd) 28 tablet (product)
Ramipril,ACEI,5631011000001106,Ramipril 10mg tablets (Generics (UK) Ltd) (product)
Ramipril,ACEI,5631111000001107,Ramipril 10mg tablets (Generics (UK) Ltd) 28 tablet (product)
Ramipril,ACEI,5631211000001101,Ramipril 2.5mg capsules (Sterwin Medicines) (product)
Ramipril,ACEI,5631311000001109,Ramipril 2.5mg capsules (Sterwin Medicines) 28 capsule 4 x 7 capsules (product)
