ARB,Type,dmd,Description
Telmisartan,ARB + TZ,13731911000001109,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (product)
Telmisartan,ARB,13931111000001103,Micardis 20mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Telmisartan,ARB,13931211000001109,Micardis 20mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,13931311000001101,Micardis 40mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Telmisartan,ARB,13931511000001107,Micardis 40mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,13931711000001102,Micardis 80mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Telmisartan,ARB,13931811000001105,Micardis 80mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,13932011000001107,MicardisPlus 80/12.5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Telmisartan,ARB + TZ,13932211000001102,MicardisPlus 80/12.5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,13988711000001104,Telmisartan 20mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Telmisartan,ARB,13988911000001102,Telmisartan 20mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,13989111000001107,Telmisartan 40mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Telmisartan,ARB,13989211000001101,Telmisartan 40mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,14625011000001101,Telmisartan 20mg tablets (Sigma Pharmaceuticals Plc) (product)
Telmisartan,ARB,14625111000001100,Telmisartan 20mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Telmisartan,ARB,14625211000001106,Telmisartan 40mg tablets (Sigma Pharmaceuticals Plc) (product)
Telmisartan,ARB,14625311000001103,Telmisartan 40mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Telmisartan,ARB,14625411000001105,Telmisartan 80mg tablets (Sigma Pharmaceuticals Plc) (product)
Telmisartan,ARB,14625511000001109,Telmisartan 80mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Telmisartan,ARB + TZ,14710111000001107,MicardisPlus 80/12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Telmisartan,ARB + TZ,14710211000001101,MicardisPlus 80/12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Telmisartan,ARB,14710311000001109,Micardis 20mg tablets (Sigma Pharmaceuticals Plc) (product)
Telmisartan,ARB,14710411000001102,Micardis 20mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Telmisartan,ARB,14710511000001103,Micardis 40mg tablets (Sigma Pharmaceuticals Plc) (product)
Telmisartan,ARB,14710611000001104,Micardis 40mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Telmisartan,ARB,14710811000001100,Micardis 80mg tablets (Sigma Pharmaceuticals Plc) (product)
Telmisartan,ARB,14710911000001105,Micardis 80mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Telmisartan,ARB,16206511000001101,Micardis 20mg tablets (Lexon (UK) Ltd) (product)
Telmisartan,ARB,16206611000001102,Micardis 20mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,16206711000001106,MicardisPlus 80mg/12.5mg tablets (Lexon (UK) Ltd) (product)
Telmisartan,ARB + TZ,16206811000001103,MicardisPlus 80mg/12.5mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Telmisartan,ARB,16269411000001106,Telmisartan 20mg tablets (Lexon (UK) Ltd) (product)
Telmisartan,ARB,16269611000001109,Telmisartan 20mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Telmisartan,ARB,16270011000001104,Telmisartan 40mg tablets (Lexon (UK) Ltd) (product)
Telmisartan,ARB,16270211000001109,Telmisartan 40mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Telmisartan,ARB,16270611000001106,Telmisartan 80mg tablets (Lexon (UK) Ltd) (product)
Telmisartan,ARB,16270811000001105,Telmisartan 80mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,16554611000001105,MicardisPlus 40mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB + TZ,16554711000001101,MicardisPlus 40mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,16554811000001109,MicardisPlus 80mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB + TZ,16554911000001104,MicardisPlus 80mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,16555011000001104,Micardis 20mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB,16555111000001103,Micardis 20mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,16555211000001109,Micardis 40mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB,16555311000001101,Micardis 40mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,16555411000001108,Micardis 80mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB,16555511000001107,Micardis 80mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,17460511000001102,Telmisartan 40mg tablets (PI) (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB,17460611000001103,Telmisartan 40mg tablets (PI) (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,17460711000001107,Telmisartan 80mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB,17460811000001104,Telmisartan 80mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,17582211000001106,Micardis 20mg tablets (Necessity Supplies Ltd) (product)
Telmisartan,ARB,17582411000001105,Micardis 20mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Telmisartan,ARB,17582911000001102,Micardis 40mg tablets (Necessity Supplies Ltd) (product)
Telmisartan,ARB,17583011000001105,Micardis 40mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Telmisartan,ARB,17583311000001108,Micardis 80mg tablets (Necessity Supplies Ltd) (product)
Telmisartan,ARB,17583511000001102,Micardis 80mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,17583711000001107,MicardisPlus 80mg/12.5mg tablets (Necessity Supplies Ltd) (product)
Telmisartan,ARB + TZ,17583911000001109,MicardisPlus 80mg/12.5mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Telmisartan,ARB,18197611000001105,Telmisartan 20mg tablets (Necessity Supplies Ltd) (product)
Telmisartan,ARB,18197711000001101,Telmisartan 20mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Telmisartan,ARB,18197811000001109,Telmisartan 40mg tablets (Necessity Supplies Ltd) (product)
Telmisartan,ARB,18197911000001104,Telmisartan 40mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Telmisartan,ARB,18198011000001102,Telmisartan 80mg tablets (Necessity Supplies Ltd) (product)
Telmisartan,ARB,18198111000001101,Telmisartan 80mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Telmisartan,ARB,18615811000001104,Telmisartan 80mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Telmisartan,ARB,18615911000001109,Telmisartan 80mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,18672711000001105,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) (product)
Telmisartan,ARB + TZ,18672811000001102,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Telmisartan,ARB + TZ,18893411000001107,MicardisPlus 80mg/25mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB + TZ,18893611000001105,MicardisPlus 80mg/25mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,20027911000001102,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Lexon (UK) Ltd) (product)
Telmisartan,ARB + TZ,20028011000001100,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Telmisartan,ARB,21504111000001105,Telmisartan 40mg tablets 30 tablet (product)
Telmisartan,ARB,21504211000001104,Telmisartan 40mg tablets (Waymade Healthcare Plc) 30 tablet (product)
Telmisartan,ARB,21504311000001107,Telmisartan 80mg tablets 30 tablet (product)
Telmisartan,ARB,21504411000001100,Telmisartan 80mg tablets (Waymade Healthcare Plc) 30 tablet (product)
Telmisartan,ARB,23613311000001107,Telmisartan 20mg tablets (Teva UK Ltd) (product)
Telmisartan,ARB,23613411000001100,Telmisartan 20mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23613511000001101,Telmisartan 40mg tablets (Teva UK Ltd) (product)
Telmisartan,ARB,23613611000001102,Telmisartan 40mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23613711000001106,Telmisartan 80mg tablets (Teva UK Ltd) (product)
Telmisartan,ARB,23613811000001103,Telmisartan 80mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23643511000001108,Telmisartan 20mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Telmisartan,ARB,23643611000001107,Telmisartan 20mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23643711000001103,Telmisartan 40mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Telmisartan,ARB,23643811000001106,Telmisartan 40mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23643911000001101,Telmisartan 80mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Telmisartan,ARB,23644011000001103,Telmisartan 80mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23669111000001107,Telmisartan 20mg tablets (Actavis UK Ltd) (product)
Telmisartan,ARB,23669211000001101,Telmisartan 20mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23669311000001109,Telmisartan 40mg tablets (Actavis UK Ltd) (product)
Telmisartan,ARB,23669411000001102,Telmisartan 40mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23669511000001103,Telmisartan 80mg tablets (Actavis UK Ltd) (product)
Telmisartan,ARB,23669611000001104,Telmisartan 80mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,23680611000001108,Telmisartan 20mg tablets (A A H Pharmaceuticals Ltd) (product)
Telmisartan,ARB,23680711000001104,Telmisartan 20mg tablets (A A H Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,23680811000001107,Telmisartan 40mg tablets (A A H Pharmaceuticals Ltd) (product)
Telmisartan,ARB,23680911000001102,Telmisartan 40mg tablets (A A H Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,23681011000001105,Telmisartan 80mg tablets (A A H Pharmaceuticals Ltd) (product)
Telmisartan,ARB,23681111000001106,Telmisartan 80mg tablets (A A H Pharmaceuticals Ltd) 28 tablet (product)
Telmisartan,ARB,24229311000001102,Telmisartan 20mg tablets (Sandoz Ltd) (product)
Telmisartan,ARB,24229411000001109,Telmisartan 20mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,24229511000001108,Telmisartan 40mg tablets (Sandoz Ltd) (product)
Telmisartan,ARB,24229611000001107,Telmisartan 40mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,24229711000001103,Telmisartan 80mg tablets (Sandoz Ltd) (product)
Telmisartan,ARB,24229911000001101,Telmisartan 80mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB + TZ,24411411000001100,Actelsar HCT 40mg/12.5mg tablets (Actavis UK Ltd) (product)
Telmisartan,ARB + TZ,24412511000001109,Actelsar HCT 80mg/12.5mg tablets (Actavis UK Ltd) (product)
Telmisartan,ARB + TZ,24412811000001107,Actelsar HCT 80mg/12.5mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB + TZ,24413311000001108,Actelsar HCT 40mg/12.5mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB + TZ,24413611000001103,Actelsar HCT 80mg/25mg tablets (Actavis UK Ltd) (product)
Telmisartan,ARB + TZ,24413711000001107,Actelsar HCT 80mg/25mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB + TZ,24425911000001104,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)
Telmisartan,ARB + TZ,24426011000001107,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB + TZ,24426111000001108,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)
Telmisartan,ARB + TZ,24426211000001102,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB + TZ,24426311000001105,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd) (product)
Telmisartan,ARB + TZ,24426411000001103,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB + TZ,24508611000001103,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)
Telmisartan,ARB + TZ,24508711000001107,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,24508811000001104,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Teva UK Ltd) (product)
Telmisartan,ARB + TZ,24508911000001109,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,24555211000001104,Tolura 20mg tablets (Consilient Health Ltd) (product)
Telmisartan,ARB + TZ,24555311000001107,Tolura 20mg tablets (Consilient Health Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,24555411000001100,Tolura 40mg tablets (Consilient Health Ltd) (product)
Telmisartan,ARB + TZ,24555511000001101,Tolura 40mg tablets (Consilient Health Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,24555611000001102,Tolura 80mg tablets (Consilient Health Ltd) (product)
Telmisartan,ARB + TZ,24555711000001106,Tolura 80mg tablets (Consilient Health Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,24573211000001101,Tolucombi 40mg/12.5mg tablets (Consilient Health Ltd) (product)
Telmisartan,ARB + TZ,24573311000001109,Tolucombi 40mg/12.5mg tablets (Consilient Health Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,24573411000001102,Tolucombi 80mg/12.5mg tablets (Consilient Health Ltd) (product)
Telmisartan,ARB + TZ,24573511000001103,Tolucombi 80mg/12.5mg tablets (Consilient Health Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,24573611000001104,Tolucombi 80mg/25mg tablets (Consilient Health Ltd) (product)
Telmisartan,ARB + TZ,24573711000001108,Tolucombi 80mg/25mg tablets (Consilient Health Ltd) 28 tablet 4 x 7 tablets (product)
Telmisartan,ARB + TZ,29749811000001100,MicardisPlus 40mg/12.5mg tablets (Waymade Healthcare Plc) (product)
Telmisartan,ARB + TZ,29749911000001105,MicardisPlus 40mg/12.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Telmisartan,ARB,30890111000001109,Telmisartan 20mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB,30890311000001106,Telmisartan 20mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,30890511000001100,Telmisartan 40mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Telmisartan,ARB,30890711000001105,Telmisartan 40mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Telmisartan,ARB,32874611000001108,Telmisartan 40mg/5ml oral suspension 1 ml (product)
Telmisartan,ARB,32874711000001104,Telmisartan 40mg/5ml oral suspension (Special Order) (product)
Telmisartan,ARB,32874811000001107,Telmisartan 40mg/5ml oral suspension (Special Order) 1 ml (product)
Telmisartan,ARB,32880311000001102,Telmisartan 40mg/5ml oral suspension (product)
Telmisartan,ARB,33616811000001106,Telmisartan 80mg tablets (Mylan Ltd) (product)
Telmisartan,ARB,33616911000001101,Telmisartan 80mg tablets (Mylan Ltd) 28 tablet (product)
Telmisartan,ARB,33617011000001102,Telmisartan 40mg tablets (Mylan Ltd) (product)
Telmisartan,ARB,33617111000001101,Telmisartan 40mg tablets (Mylan Ltd) 28 tablet (product)
Telmisartan,ARB,33617211000001107,Telmisartan 20mg tablets (Mylan Ltd) (product)
Telmisartan,ARB,33617311000001104,Telmisartan 20mg tablets (Mylan Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,33974611000001109,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets (Somex Pharma) (product)
Telmisartan,ARB + TZ,33974811000001108,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets (Somex Pharma) 28 tablet (product)
Telmisartan,ARB + TZ,33975011000001103,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Somex Pharma) (product)
Telmisartan,ARB + TZ,33975411000001107,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Somex Pharma) 28 tablet (product)
Telmisartan,ARB + TZ,33975511000001106,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Somex Pharma) (product)
Telmisartan,ARB + TZ,33975711000001101,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Somex Pharma) 28 tablet (product)
Telmisartan,ARB + TZ,34941911000001100,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets (Accord Healthcare Ltd) (product)
Telmisartan,ARB + TZ,34942011000001107,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,34942211000001102,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Accord Healthcare Ltd) (product)
Telmisartan,ARB + TZ,34942311000001105,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,35751111000001101,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Accord Healthcare Ltd) (product)
Telmisartan,ARB + TZ,35751211000001107,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Telmisartan,ARB,36502011000001104,Telmisartan 20mg tablets (Xiromed) (product)
Telmisartan,ARB,36502111000001103,Telmisartan 20mg tablets (Xiromed) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,36502211000001109,Telmisartan 40mg tablets (Xiromed) (product)
Telmisartan,ARB,36502311000001101,Telmisartan 40mg tablets (Xiromed) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,36502411000001108,Telmisartan 80mg tablets (Xiromed) (product)
Telmisartan,ARB,36502511000001107,Telmisartan 80mg tablets (Xiromed) 28 tablet 2 x 14 tablets (product)
Telmisartan,ARB,36829111000001104,Telmisartan 20mg tablets (Torrent Pharma (UK) Ltd) (product)
Telmisartan,ARB,36829311000001102,Telmisartan 40mg tablets (Torrent Pharma (UK) Ltd) (product)
Telmisartan,ARB,36829411000001109,Telmisartan 20mg tablets (Torrent Pharma (UK) Ltd) 28 tablet (product)
Telmisartan,ARB,36829511000001108,Telmisartan 80mg tablets (Torrent Pharma (UK) Ltd) (product)
Telmisartan,ARB,36829611000001107,Telmisartan 80mg tablets (Torrent Pharma (UK) Ltd) 28 tablet (product)
Telmisartan,ARB,36831711000001100,Telmisartan 40mg tablets (Torrent Pharma (UK) Ltd) 28 tablet (product)
Telmisartan,ARB + TZ,36942111000001102,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Telmisartan,ARB + TZ,36942211000001108,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet (product)
Valsartan,ARB,959311000001107,Valsartan 80mg capsules 28 capsule (product)
Valsartan,ARB,1272411000001108,Valsartan 160mg capsules 28 capsule (product)
Valsartan,ARB,1284211000001109,Valsartan 40mg capsules 7 capsule (product)
Valsartan,ARB,2881101000001106,Valsartan 40mg capsule - product
Valsartan,ARB,2881201000001104,Valsartan 80mg capsule - product
Valsartan,ARB,2881301000001108,Valsartan 160mg capsule - product
Valsartan,ARB,3506811000001104,Valsartan (substance)
Valsartan,ARB,5422811000001109,Valsartan 80mg capsules (PI) (Waymade Ltd) (product)
Valsartan,ARB,5423111000001108,Valsartan 80mg capsules (PI) (Waymade Ltd) 28 capsule 2 x 14 capsules (product)
Valsartan,ARB,5460711000001109,Valsartan 80mg capsules (PI) (Dowelhurst Ltd) (product)
Valsartan,ARB,5460811000001101,Valsartan 80mg capsules (PI) (Dowelhurst Ltd) 28 capsule 2 x 14 capsules (product)
Valsartan,ARB,5461311000001100,Valsartan 40mg capsules (PI) (Dowelhurst Ltd) (product)
Valsartan,ARB,5461511000001106,Valsartan 40mg capsules 28 capsule (product)
Valsartan,ARB,5461711000001101,Valsartan 40mg capsules (PI) (Dowelhurst Ltd) 28 capsule 2 x 14 capsules (product)
Valsartan,ARB,5516211000001107,Valsartan 160mg capsules (PI) (Dowelhurst Ltd) (product)
Valsartan,ARB,5516411000001106,Valsartan 160mg capsules (PI) (Dowelhurst Ltd) 28 capsule 2 x 14 capsules (product)
Valsartan,ARB + TZ,7668511000001103,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets 28 tablet (product)
Valsartan,ARB + TZ,7668811000001100,Valsartan 160mg / Hydrochlorothiazide 25mg tablets 28 tablet (product)
Valsartan,ARB + TZ,7718611000001105,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets (product)
Valsartan,ARB + TZ,7718711000001101,Valsartan 160mg / Hydrochlorothiazide 25mg tablets (product)
Valsartan,ARB + TZ,8150011000001107,Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets 28 tablet (product)
Valsartan,ARB + TZ,8153611000001109,Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets (product)
Valsartan,ARB,8262511000001105,Valsartan 40mg tablets 7 tablet (product)
Valsartan,ARB,8285811000001104,Valsartan 40mg tablets (product)
Valsartan,ARB + TZ,8449901000001104,Valsartan+hydrochlorothiazide 160mg/25mg tablet (product)
Valsartan,ARB + TZ,8450001000001109,Valsartan+hydrochlorothiazide 160mg/12.5mg tablet (product)
Valsartan,ARB,8558301000001103,Valsartan 40mg tablet (product)
Valsartan,ARB + TZ,8558401000001106,Valsartan+hydrochlorothiazide 80mg/12.5mg tablet (product)
Valsartan,ARB + CCB,8960301000001104,AMLODIPINE + VALSARTAN (product)
Valsartan,ARB + CCB,9000201000001103,AMLODIPINE+VALSARTAN 5mg/80mg tablets (product)
Valsartan,ARB + CCB,9000301000001107,AMLODIPINE+VALSARTAN 5mg/160mg tablets (product)
Valsartan,ARB + CCB,9000401000001104,AMLODIPINE+VALSARTAN 10mg/160mg tablets (product)
Valsartan,ARB,9752301000001103,VALSARTAN 320mg tablets (product)
Valsartan,ARB,10497211000001109,Valsartan 160mg capsules (PI) (Waymade Ltd) (product)
Valsartan,ARB,10497311000001101,Valsartan 160mg capsules (PI) (Waymade Ltd) 28 capsule (product)
Valsartan,ARB + CCB,11160111000001107,Valsartan 160mg / Amlodipine 10mg tablets (product)
Valsartan,ARB + CCB,11160211000001101,Valsartan 160mg / Amlodipine 5mg tablets (product)
Valsartan,ARB + CCB,11160311000001109,Valsartan 80mg / Amlodipine 5mg tablets (product)
Valsartan,ARB + CCB,11160611000001104,Valsartan 160mg / Amlodipine 10mg tablets 28 tablet (product)
Valsartan,ARB + CCB,11161411000001106,Valsartan 160mg / Amlodipine 5mg tablets 28 tablet (product)
Valsartan,ARB + CCB,11161711000001100,Valsartan 80mg / Amlodipine 5mg tablets 28 tablet (product)
Valsartan,ARB + CCB,11169511000001106,Amlodipine + Valsartan (product)
Valsartan,ARB,11384311000001109,Valsartan 40mg tablets 14 tablet (product)
Valsartan,ARB,11403701000001103,VALSARTAN 3mg/mL oral solution
Valsartan,ARB,12170601000001106,VALSARTAN 80mg tablets
Valsartan,ARB,12170701000001101,VALSARTAN 160mg tablets
Valsartan,ARB + ARNI,12921901000001106,SACUBITRIL+VALSARTAN
Valsartan,ARB + ARNI,12922101000001102,SACUBITRIL+VALSARTAN 24mg/26mg tablets
Valsartan,ARB + ARNI,12922301000001100,SACUBITRIL+VALSARTAN 49mg/51mg tablets
Valsartan,ARB + ARNI,12922501000001107,SACUBITRIL+VALSARTAN 97mg/103mg tablets
Valsartan,ARB,13143211000001105,Valsartan 320mg tablets 28 tablet (product)
Valsartan,ARB,13143611000001107,Valsartan 320mg tablets 98 tablet (product)
Valsartan,ARB,13145611000001106,Valsartan 80mg capsules 98 capsule (product)
Valsartan,ARB,13145911000001100,Valsartan 160mg capsules 98 capsule (product)
Valsartan,ARB + CCB,13163111000001109,Valsartan 80mg / Amlodipine 5mg tablets 14 tablet (product)
Valsartan,ARB + CCB,13163411000001104,Valsartan 160mg / Amlodipine 5mg tablets 14 tablet (product)
Valsartan,ARB + CCB,13163711000001105,Valsartan 160mg / Amlodipine 10mg tablets 14 tablet (product)
Valsartan,ARB,13965011000001106,Valsartan 80mg capsules (Doncaster Pharmaceuticals Ltd) (product)
Valsartan,ARB,13965111000001107,Valsartan 80mg capsules (Doncaster Pharmaceuticals Ltd) 28 capsule (product)
Valsartan,ARB,13966111000001101,Valsartan 160mg capsules (Doncaster Pharmaceuticals Ltd) (product)
Valsartan,ARB,13966311000001104,Valsartan 160mg capsules (Doncaster Pharmaceuticals Ltd) 28 capsule (product)
Valsartan,ARB,14318911000001106,Valsartan 160mg capsules 14 capsule (product)
Valsartan,ARB,14319511000001105,Valsartan 80mg capsules 14 capsule (product)
Valsartan,ARB,14690611000001106,Valsartan 160mg capsules (Sigma Pharmaceuticals Plc) (product)
Valsartan,ARB,14690711000001102,Valsartan 160mg capsules (Sigma Pharmaceuticals Plc) 28 capsule (product)
Valsartan,ARB,14690811000001105,Valsartan 80mg capsules (Sigma Pharmaceuticals Plc) (product)
Valsartan,ARB,14690911000001100,Valsartan 80mg capsules (Sigma Pharmaceuticals Plc) 28 capsule (product)
Valsartan,ARB,15652811000001107,Valsartan 40mg/5ml oral solution 1 ml (product)
Valsartan,ARB,15652911000001102,Valsartan 40mg/5ml oral solution (Special Order) (product)
Valsartan,ARB,15653011000001105,Valsartan 40mg/5ml oral solution (Special Order) 1 ml (product)
Valsartan,ARB,15653111000001106,Valsartan 40mg/5ml oral suspension 1 ml (product)
Valsartan,ARB,15653211000001100,Valsartan 40mg/5ml oral suspension (Special Order) (product)
Valsartan,ARB,15653311000001108,Valsartan 40mg/5ml oral suspension (Special Order) 1 ml (product)
